Q_ID,CL_ID,CL_GENDER,CL_CHILDREN,CL_M_INCOME,DES_CRED_VAL,CL_EDU,CL_HOUSE_SIT,CL_OCCUPATION,Q_DATE,CR_RET_DATE,E_ASSIST,RISK_CALC,CR_DECISION
217,55031413955,M,3,13032.76,2146.84,Higher education,Rented apartment,Manager,2021-11-10,2023-03-05,6,3.63,Accepted
218,96061401697,F,4,6986.4,11209.47,Secondary,Rented apartment,Manager,2021-11-10,2022-06-08,0,7.21,Rejected
219,75101570341,F,3,4509.13,23135.38,Incomplete higher education,Living with parents,Manager,2021-11-10,2023-07-03,0,7.02,Rejected
220,82050916674,M,0,10572.76,18937.28,Incomplete higher education,Rented apartment,Manager,2021-11-10,2023-08-02,15,3.28,Accepted
221,53123184110,F,0,13629.75,17212.0,Incomplete higher education,Living with parents,Laborer,2021-11-10,2023-02-03,15,4.51,Accepted
222,71111368206,F,4,12469.69,8340.42,Incomplete higher education,Living with parents,Self-employed,2021-11-10,2023-04-04,14,5.62,Accepted
223,69110966434,M,1,11207.25,13613.41,Higher education,Owned house,Manager,2021-11-17,2023-08-09,0,2.26,Accepted
224,80092588225,F,4,5434.81,8626.9,Higher education,Living with parents,Manager,2021-11-17,2022-10-13,14,4.61,Accepted
225,49042513169,F,0,6457.02,7229.46,Secondary,Living with parents,Self-employed,2021-11-17,2023-06-10,10,6.13,Rejected
226,62061949013,F,2,14661.88,28086.53,Incomplete higher education,Rented apartment,Manager,2021-11-17,2022-06-15,3,5.0,Accepted
227,93042658998,M,4,5401.78,10618.28,Secondary,Living with parents,Self-employed,2021-11-17,2022-10-13,9,5.93,Accepted
228,49102430372,F,1,11242.49,19688.54,Higher education,Living with parents,Laborer,2021-11-17,2023-03-12,10,5.04,Accepted
229,98022049148,M,3,11946.43,14810.27,Higher education,Owned house,Self-employed,2021-11-17,2022-05-16,0,3.83,Accepted
230,53123184110,F,2,13065.25,22483.8,Secondary,Rented apartment,Manager,2021-11-17,2022-10-13,14,6.05,Rejected
231,57071759664,F,3,6511.68,17593.27,Incomplete higher education,Living with parents,Self-employed,2021-11-17,2023-06-10,5,6.6,Rejected
232,85091576284,M,2,3172.83,11509.5,Higher education,Living with parents,Self-employed,2021-11-24,2023-02-17,0,3.77,Accepted
233,78072047216,F,0,4467.66,4383.19,Higher education,Owned house,Self-employed,2021-11-24,2023-07-17,14,3.76,Accepted
234,69061054617,F,1,6946.62,17519.94,Higher education,Living with parents,Manager,2021-11-24,2023-08-16,4,4.21,Accepted
235,03221732711,M,3,11311.56,20444.76,Secondary,Rented apartment,Manager,2021-11-24,2023-01-18,0,5.89,Accepted
236,56101750002,M,4,7077.46,27333.34,Higher education,Owned house,Laborer,2021-11-24,2023-07-17,1,3.88,Accepted
237,49102430372,M,0,4037.02,7996.26,Incomplete higher education,Living with parents,Laborer,2021-11-24,2023-08-16,8,4.12,Accepted
238,53123184110,F,0,8487.18,6141.95,Secondary,Owned house,Manager,2021-11-24,2023-11-14,11,5.26,Accepted
239,53062707551,F,2,12988.3,16767.73,Secondary,Rented apartment,Manager,2021-11-24,2023-04-18,6,5.95,Accepted
240,91072147403,F,2,4058.75,9588.19,Higher education,Rented apartment,Manager,2021-12-01,2022-07-29,0,6.08,Rejected
241,98051297203,M,2,10027.87,15303.38,Incomplete higher education,Living with parents,Manager,2021-12-01,2023-10-22,0,4.32,Accepted
242,77010702059,F,3,10637.25,15727.77,Incomplete higher education,Owned house,Laborer,2021-12-01,2022-12-26,7,5.95,Accepted
243,62061949013,M,1,7136.6,20403.0,Incomplete higher education,Owned house,Manager,2021-12-01,2023-01-25,10,4.51,Accepted
244,06282377930,M,1,4805.61,24241.28,Secondary,Living with parents,Laborer,2021-12-01,2023-01-25,0,4.55,Accepted
245,84060591192,M,4,8824.03,6611.9,Incomplete higher education,Owned house,Self-employed,2021-12-01,2022-10-27,2,5.48,Accepted
246,06272456209,F,0,3060.09,19369.87,Higher education,Owned house,Laborer,2021-12-01,2023-08-23,0,5.48,Accepted
247,55071054089,M,0,14225.41,11128.92,Secondary,Rented apartment,Laborer,2021-12-01,2023-01-25,6,3.69,Accepted
248,65101021967,F,1,5935.24,27613.43,Incomplete higher education,Owned house,Manager,2021-12-01,2023-10-22,8,4.96,Accepted
249,94112976123,M,0,5648.67,23249.39,Incomplete higher education,Owned house,Laborer,2021-12-08,2023-06-01,8,4.51,Accepted
250,49102430372,F,4,2982.2,15327.51,Incomplete higher education,Living with parents,Self-employed,2021-12-08,2022-07-06,7,6.31,Rejected
251,88122040605,F,4,13548.58,19911.03,Higher education,Owned house,Laborer,2021-12-08,2023-07-31,0,5.35,Accepted
252,79121526080,F,2,5076.29,12205.32,Incomplete higher education,Living with parents,Laborer,2021-12-08,2022-11-03,13,5.77,Accepted
253,49082653304,F,0,3827.15,21034.21,Secondary,Owned house,Manager,2021-12-08,2022-12-03,6,5.35,Accepted
254,53123184110,F,2,2961.21,28409.39,Incomplete higher education,Rented apartment,Manager,2021-12-08,2023-07-01,2,6.58,Rejected
255,54052861607,F,4,3692.66,27470.33,Incomplete higher education,Rented apartment,Laborer,2021-12-08,2023-04-02,1,6.8,Rejected
256,73121557098,M,4,6398.74,22724.96,Incomplete higher education,Rented apartment,Laborer,2021-12-08,2022-07-06,6,3.95,Accepted
257,00322719561,M,3,13308.5,4474.49,Incomplete higher education,Rented apartment,Self-employed,2021-12-15,2022-10-11,0,6.31,Rejected
258,94112548655,F,1,11642.24,13917.75,Higher education,Owned house,Laborer,2021-12-15,2023-08-07,6,4.64,Accepted
259,98080128551,M,2,3965.37,15298.43,Higher education,Owned house,Laborer,2021-12-15,2022-11-10,0,4.42,Accepted
260,97082451067,M,2,11842.14,14830.65,Incomplete higher education,Owned house,Manager,2021-12-15,2023-04-09,13,4.5,Accepted
261,04242129806,M,2,14593.12,21534.74,Higher education,Living with parents,Manager,2021-12-15,2023-09-06,0,3.9,Accepted
262,71111822291,M,3,8441.72,13405.69,Secondary,Living with parents,Laborer,2021-12-15,2022-06-13,7,3.24,Accepted
263,75101570341,F,1,2175.56,8908.25,Secondary,Rented apartment,Self-employed,2021-12-15,2023-06-08,5,5.31,Accepted
264,06310604407,F,1,7497.86,28548.57,Incomplete higher education,Owned house,Self-employed,2021-12-15,2022-09-11,0,7.17,Rejected
265,88122040605,M,1,8897.73,22429.57,Secondary,Owned house,Manager,2021-12-15,2023-11-05,7,3.88,Accepted
266,80021334084,M,1,10155.11,11652.85,Incomplete higher education,Rented apartment,Manager,2021-12-15,2023-06-08,9,3.29,Accepted
267,99030385221,F,3,8452.02,7040.11,Secondary,Living with parents,Laborer,2021-12-15,2022-08-12,0,7.42,Rejected
268,54052861607,M,1,5075.11,10229.57,Incomplete higher education,Living with parents,Self-employed,2021-12-15,2023-03-10,15,3.9,Accepted
269,85091576284,F,4,6554.41,28639.35,Higher education,Owned house,Self-employed,2021-12-22,2022-12-17,0,5.24,Accepted
270,94112976123,F,4,14908.29,20473.48,Higher education,Living with parents,Manager,2021-12-22,2022-12-17,1,5.2,Accepted
271,62081600060,F,0,3821.3,20005.27,Secondary,Living with parents,Manager,2021-12-22,2022-07-20,9,5.39,Accepted
272,81090930862,M,1,8587.03,14258.09,Secondary,Owned house,Self-employed,2021-12-22,2022-10-18,7,3.74,Accepted
273,52122297724,M,2,5926.23,24827.12,Secondary,Rented apartment,Self-employed,2021-12-22,2023-10-13,5,3.69,Accepted
274,64120916979,F,3,4510.21,3981.25,Higher education,Owned house,Laborer,2021-12-22,2023-10-13,13,5.5,Accepted
275,90060108826,F,3,5142.47,15915.29,Secondary,Living with parents,Self-employed,2021-12-22,2023-01-16,14,7.53,Rejected
276,98060195118,M,1,2679.41,27343.32,Incomplete higher education,Rented apartment,Laborer,2021-12-22,2022-06-20,14,5.23,Accepted
277,79121526080,F,3,8959.42,17948.14,Incomplete higher education,Owned house,Self-employed,2021-12-22,2023-08-14,0,6.82,Rejected
278,62121631200,M,3,2164.1,20242.45,Higher education,Owned house,Self-employed,2021-12-22,2022-10-18,14,3.92,Accepted
279,53123184110,M,3,14043.5,14871.28,Incomplete higher education,Owned house,Manager,2021-12-22,2023-04-16,10,5.01,Accepted
280,81012653730,M,2,7431.45,11201.99,Higher education,Owned house,Laborer,2021-12-29,2022-12-24,8,2.64,Accepted
281,96061401697,M,1,3624.72,11081.45,Higher education,Owned house,Self-employed,2021-12-29,2023-12-19,8,2.99,Accepted
282,71111822291,F,4,14068.69,18073.66,Incomplete higher education,Rented apartment,Laborer,2021-12-29,2022-06-27,0,6.25,Rejected
283,89061397766,F,2,6451.62,17432.37,Higher education,Rented apartment,Self-employed,2021-12-29,2022-12-24,10,5.32,Accepted
284,93042658998,M,3,8412.66,20792.63,Higher education,Living with parents,Self-employed,2021-12-29,2023-11-19,4,4.41,Accepted
285,98022049148,M,2,14934.93,9155.2,Higher education,Owned house,Manager,2021-12-29,2023-06-22,0,3.61,Accepted
286,66121022262,F,0,14518.64,3878.51,Incomplete higher education,Rented apartment,Self-employed,2021-12-29,2023-10-20,8,4.52,Accepted
287,54013129468,M,2,10494.42,11818.42,Secondary,Owned house,Manager,2021-12-29,2023-03-24,5,3.97,Accepted
288,55010218323,M,0,13147.17,25295.47,Incomplete higher education,Living with parents,Laborer,2021-12-29,2023-03-24,3,3.75,Accepted
289,71102361255,F,0,8247.34,29692.2,Incomplete higher education,Living with parents,Laborer,2022-01-05,2023-06-29,14,4.14,Accepted
290,06231712601,F,0,9441.62,17563.3,Secondary,Rented apartment,Manager,2022-01-05,2022-12-31,0,5.43,Accepted
291,78072047216,F,3,13756.12,7924.77,Incomplete higher education,Rented apartment,Manager,2022-01-05,2023-08-28,8,6.15,Rejected
292,98051297203,F,0,10246.73,8098.96,Secondary,Living with parents,Laborer,2022-01-05,2023-08-28,0,5.65,Accepted
293,03221732711,M,2,3944.45,26506.1,Secondary,Rented apartment,Self-employed,2022-01-05,2023-12-26,0,5.65,Accepted
294,75101570341,M,1,7135.94,6715.74,Higher education,Rented apartment,Self-employed,2022-01-05,2022-11-01,7,2.21,Accepted
295,87031573094,F,4,3829.87,12348.8,Higher education,Rented apartment,Manager,2022-01-05,2023-05-30,9,4.53,Accepted
296,54082230607,F,1,3196.87,25229.7,Incomplete higher education,Owned house,Laborer,2022-01-05,2023-12-26,9,5.71,Accepted
297,84060591192,F,3,6126.04,2054.28,Higher education,Owned house,Self-employed,2022-01-05,2023-09-27,8,4.7,Accepted
298,49082653304,M,4,5628.46,11309.89,Secondary,Owned house,Laborer,2022-01-05,2023-11-26,5,4.94,Accepted
299,06222716742,M,1,14294.71,1196.53,Incomplete higher education,Living with parents,Self-employed,2022-01-12,2023-10-04,7,4.78,Accepted
300,79032687228,M,0,2905.09,16097.88,Higher education,Living with parents,Laborer,2022-01-12,2022-12-08,14,2.46,Accepted
301,69061054617,F,4,8440.33,10195.19,Higher education,Rented apartment,Laborer,2022-01-12,2023-07-06,0,4.29,Accepted
302,62012207192,M,2,9184.15,21736.63,Incomplete higher education,Owned house,Laborer,2022-01-12,2023-10-04,12,4.46,Accepted
303,66090353368,F,1,12830.04,17343.61,Incomplete higher education,Owned house,Laborer,2022-01-19,2023-11-10,12,6.01,Rejected
304,70060358225,M,3,9145.07,17606.6,Incomplete higher education,Living with parents,Manager,2022-01-19,2022-12-15,0,4.71,Accepted
305,97082451067,M,1,6824.79,8931.5,Higher education,Rented apartment,Laborer,2022-01-19,2022-11-15,0,3.21,Accepted
306,70070401069,F,0,7831.59,2761.28,Incomplete higher education,Rented apartment,Manager,2022-01-19,2023-06-13,0,5.43,Accepted
307,04293056463,F,1,7870.42,25293.26,Secondary,Rented apartment,Self-employed,2022-01-19,2023-05-14,0,7.43,Rejected
308,93042658998,M,0,6363.31,22720.3,Secondary,Rented apartment,Laborer,2022-01-19,2022-10-16,4,3.68,Accepted
309,80021334084,M,3,3285.77,22048.01,Secondary,Owned house,Self-employed,2022-01-19,2023-06-13,11,4.16,Accepted
310,53062707551,M,1,3610.28,22441.4,Higher education,Living with parents,Manager,2022-01-19,2023-10-11,7,3.97,Accepted
311,00322719561,M,1,14571.41,9071.52,Incomplete higher education,Living with parents,Manager,2022-01-26,2023-05-21,0,5.92,Accepted
312,94112548655,M,4,3263.28,2705.7,Higher education,Living with parents,Laborer,2022-01-26,2024-01-16,12,3.43,Accepted
313,91072147403,M,3,10317.61,18682.22,Incomplete higher education,Owned house,Laborer,2022-01-26,2023-07-20,13,5.21,Accepted
314,95052253514,M,0,11226.16,5054.59,Higher education,Owned house,Laborer,2022-01-26,2023-08-19,0,2.56,Accepted
315,80092588225,F,3,11221.61,24501.76,Higher education,Rented apartment,Self-employed,2022-01-26,2022-10-23,10,5.5,Accepted
316,81012653730,F,1,14191.42,22623.84,Incomplete higher education,Rented apartment,Manager,2022-01-26,2022-12-22,5,4.89,Accepted
317,71111822291,M,1,10256.77,23200.15,Higher education,Rented apartment,Self-employed,2022-01-26,2024-01-16,13,2.0,Accepted
318,68041437034,M,4,2411.25,27881.4,Incomplete higher education,Owned house,Self-employed,2022-01-26,2023-05-21,9,4.41,Accepted
319,55021571643,F,2,10579.38,26524.57,Higher education,Living with parents,Laborer,2022-01-26,2023-12-17,1,4.06,Accepted
320,66121022262,F,1,9340.45,26434.49,Incomplete higher education,Living with parents,Manager,2022-01-26,2023-06-20,8,6.06,Rejected
321,03231529813,M,2,6400.56,29678.5,Incomplete higher education,Rented apartment,Self-employed,2022-02-02,2024-01-23,0,6.0,Rejected
322,85091576284,M,3,3279.41,18264.71,Secondary,Rented apartment,Laborer,2022-02-02,2023-06-27,6,4.51,Accepted
323,84092523205,F,4,5574.65,29864.91,Higher education,Owned house,Self-employed,2022-02-02,2023-08-26,1,4.67,Accepted
324,71102361255,F,0,8775.69,29249.09,Incomplete higher education,Living with parents,Manager,2022-02-02,2023-09-25,4,4.12,Accepted
325,52021290757,F,2,11619.73,17731.55,Higher education,Living with parents,Manager,2022-02-02,2022-08-01,10,4.98,Accepted
326,74032012341,M,1,3452.88,15502.46,Secondary,Living with parents,Manager,2022-02-02,2022-08-01,3,4.8,Accepted
327,98051297203,M,3,13732.66,10090.21,Secondary,Rented apartment,Manager,2022-02-02,2022-09-30,0,4.47,Accepted
328,81090930862,M,4,13804.03,6794.86,Secondary,Rented apartment,Manager,2022-02-02,2023-04-28,6,3.63,Accepted
329,56101750002,M,4,3727.9,13419.89,Incomplete higher education,Owned house,Laborer,2022-02-02,2022-09-30,6,5.66,Accepted
330,84060591192,F,0,13584.81,8362.72,Incomplete higher education,Rented apartment,Self-employed,2022-02-02,2023-03-29,5,4.57,Accepted
331,99030385221,M,4,7086.04,3926.35,Higher education,Owned house,Self-employed,2022-02-02,2023-11-24,0,3.37,Accepted
332,55021571643,M,0,7197.2,7693.3,Secondary,Living with parents,Laborer,2022-02-02,2023-09-25,14,3.22,Accepted
333,71111368206,F,4,4223.81,16494.0,Higher education,Rented apartment,Self-employed,2022-02-02,2022-08-01,10,4.56,Accepted
334,03231529813,F,0,9774.85,21163.73,Incomplete higher education,Owned house,Manager,2022-02-09,2023-08-03,0,6.68,Rejected
335,98080128551,M,1,2505.91,5529.68,Incomplete higher education,Living with parents,Laborer,2022-02-09,2023-04-05,8,5.04,Accepted
336,85051410165,M,4,10580.62,10808.04,Incomplete higher education,Owned house,Manager,2022-02-09,2023-09-02,0,4.0,Accepted
337,50011817748,M,1,12961.92,7149.82,Secondary,Rented apartment,Self-employed,2022-02-09,2023-01-05,7,4.54,Accepted
338,79032687228,M,2,2202.74,19921.73,Higher education,Living with parents,Self-employed,2022-02-09,2023-05-05,13,2.34,Accepted
339,74032012341,F,0,14470.4,15509.64,Incomplete higher education,Rented apartment,Laborer,2022-02-09,2023-08-03,12,4.98,Accepted
340,81090930862,M,1,14836.91,4576.34,Incomplete higher education,Rented apartment,Laborer,2022-02-09,2024-01-30,0,4.08,Accepted
341,77010702059,M,4,3148.28,18691.7,Secondary,Rented apartment,Laborer,2022-02-09,2023-07-04,4,4.09,Accepted
342,72082657106,M,4,12888.15,28340.75,Higher education,Rented apartment,Self-employed,2022-02-09,2023-03-06,0,2.81,Accepted
343,56101750002,M,1,8721.3,2723.27,Incomplete higher education,Living with parents,Self-employed,2022-02-09,2023-12-31,3,3.65,Accepted
344,69120948810,M,0,4173.38,3275.66,Incomplete higher education,Owned house,Self-employed,2022-02-09,2023-12-31,4,4.05,Accepted
345,84060591192,F,0,5546.22,29608.09,Higher education,Rented apartment,Laborer,2022-02-09,2023-06-04,0,3.44,Accepted
346,65101021967,M,3,12985.93,8396.9,Incomplete higher education,Rented apartment,Laborer,2022-02-09,2023-04-05,5,3.9,Accepted
347,73121557098,F,2,11916.71,8031.58,Higher education,Owned house,Manager,2022-02-09,2023-05-05,8,4.8,Accepted
348,57071759664,F,4,2578.17,7424.77,Incomplete higher education,Owned house,Manager,2022-02-09,2023-12-01,5,6.72,Rejected
349,00300710157,F,4,7184.11,25160.71,Higher education,Rented apartment,Self-employed,2022-02-16,2022-12-13,0,6.29,Rejected
350,91072147403,M,1,6233.99,8527.25,Higher education,Living with parents,Manager,2022-02-16,2022-08-15,8,4.47,Accepted
351,04242129806,M,2,13728.17,3767.38,Higher education,Owned house,Laborer,2022-02-16,2023-03-13,0,3.95,Accepted
352,85122904531,F,0,7058.91,13038.0,Incomplete higher education,Rented apartment,Self-employed,2022-02-16,2023-03-13,0,5.56,Accepted
353,81012653730,F,2,9186.78,7383.57,Secondary,Rented apartment,Manager,2022-02-16,2023-03-13,13,6.14,Rejected
354,64120916979,F,1,10814.77,9572.61,Incomplete higher education,Rented apartment,Manager,2022-02-16,2022-09-14,3,4.4,Accepted
355,90060108826,F,0,5452.93,12823.15,Incomplete higher education,Owned house,Manager,2022-02-16,2023-04-12,13,6.3,Rejected
356,06310604407,M,2,11306.13,24198.93,Higher education,Owned house,Laborer,2022-02-16,2024-02-06,14,3.93,Accepted
357,52021541140,F,4,6148.66,3364.29,Higher education,Rented apartment,Self-employed,2022-02-16,2023-04-12,9,6.02,Rejected
358,62012207192,F,3,4830.67,18707.64,Incomplete higher education,Living with parents,Laborer,2022-02-16,2023-10-09,7,5.11,Accepted
359,83120412747,F,0,2964.21,1046.08,Secondary,Owned house,Laborer,2022-02-23,2023-07-18,1,6.14,Rejected
360,50011817748,M,1,14572.39,29408.2,Incomplete higher education,Rented apartment,Laborer,2022-02-23,2023-10-16,1,3.33,Accepted
361,74032012341,F,2,11297.18,3863.79,Incomplete higher education,Owned house,Self-employed,2022-02-23,2023-10-16,5,4.84,Accepted
362,49042513169,F,3,12654.69,8612.34,Secondary,Living with parents,Laborer,2022-02-23,2023-09-16,3,5.15,Accepted
363,89061397766,F,0,5883.94,23345.23,Incomplete higher education,Living with parents,Laborer,2022-02-23,2023-07-18,7,6.51,Rejected
364,70042595497,M,2,8997.06,4176.95,Higher education,Rented apartment,Laborer,2022-02-23,2022-10-21,3,2.73,Accepted
365,86082859764,F,1,14415.25,7897.45,Higher education,Living with parents,Laborer,2022-02-23,2023-08-17,5,3.95,Accepted
366,49102430372,M,2,3813.37,23846.63,Secondary,Rented apartment,Self-employed,2022-02-23,2022-09-21,11,5.14,Accepted
367,80021334084,M,2,14689.51,6608.7,Higher education,Living with parents,Manager,2022-02-23,2023-07-18,0,3.65,Accepted
368,99030385221,F,0,5778.16,25005.42,Secondary,Owned house,Manager,2022-02-23,2023-08-17,0,5.1,Accepted
369,52021541140,F,0,5198.31,17960.83,Incomplete higher education,Living with parents,Laborer,2022-02-23,2023-11-15,4,6.41,Rejected
370,98080128551,F,2,11457.09,23413.15,Incomplete higher education,Owned house,Self-employed,2022-03-02,2023-01-26,10,5.59,Accepted
371,71102361255,F,0,9170.63,5528.76,Secondary,Owned house,Self-employed,2022-03-02,2023-10-23,8,5.36,Accepted
372,78020537581,F,1,12978.84,24712.1,Higher education,Living with parents,Self-employed,2022-03-02,2022-09-28,2,3.53,Accepted
373,52021541140,F,1,13943.91,20357.08,Incomplete higher education,Rented apartment,Manager,2022-03-02,2023-04-26,12,5.69,Accepted
374,62012207192,F,4,10237.46,9954.54,Incomplete higher education,Rented apartment,Manager,2022-03-02,2023-01-26,4,5.78,Accepted
375,06222716742,M,2,13303.92,29875.21,Higher education,Living with parents,Manager,2022-03-09,2023-02-02,0,4.58,Accepted
376,00300710157,F,3,9816.66,4498.67,Incomplete higher education,Living with parents,Laborer,2022-03-09,2023-08-01,0,6.96,Rejected
377,85091576284,F,2,8754.25,27790.59,Secondary,Owned house,Manager,2022-03-09,2023-10-30,3,5.88,Accepted
378,66090353368,M,3,12763.39,26074.25,Higher education,Owned house,Manager,2022-03-09,2023-11-29,0,2.69,Accepted
379,91072147403,F,0,14864.2,26251.7,Secondary,Living with parents,Manager,2022-03-09,2023-11-29,6,5.3,Accepted
380,98051297203,M,2,10798.37,24348.13,Secondary,Owned house,Laborer,2022-03-09,2023-04-03,0,4.22,Accepted
381,99030385221,M,0,11908.13,4721.55,Secondary,Owned house,Manager,2022-03-09,2023-01-03,0,4.65,Accepted
382,06272456209,M,0,14517.33,29157.75,Higher education,Rented apartment,Manager,2022-03-09,2023-12-29,0,2.58,Accepted
383,66121022262,M,2,12380.64,29585.26,Higher education,Rented apartment,Self-employed,2022-03-09,2023-02-02,15,3.45,Accepted
384,82050916674,F,3,12449.46,17620.31,Higher education,Owned house,Self-employed,2022-03-09,2023-08-31,1,4.96,Accepted
385,65081376645,F,3,9861.82,9418.04,Secondary,Owned house,Self-employed,2022-03-16,2022-09-12,0,4.55,Accepted
386,06231712601,M,4,7928.09,8408.92,Higher education,Rented apartment,Laborer,2022-03-16,2022-09-12,0,4.38,Accepted
387,95052253514,M,2,5295.64,12421.29,Incomplete higher education,Rented apartment,Manager,2022-03-16,2023-11-06,0,5.66,Accepted
388,70070401069,F,3,10423.11,12518.0,Higher education,Rented apartment,Laborer,2022-03-16,2023-09-07,11,3.45,Accepted
389,87052010339,M,0,13572.8,24110.82,Higher education,Rented apartment,Self-employed,2022-03-16,2023-03-11,3,1.53,Accepted
390,81090930862,M,2,5845.79,27127.06,Incomplete higher education,Owned house,Laborer,2022-03-16,2023-10-07,11,3.91,Accepted
391,96061401697,M,1,14953.04,8119.13,Incomplete higher education,Owned house,Laborer,2022-03-16,2022-11-11,0,4.93,Accepted
392,62061949013,F,1,3413.0,6244.34,Secondary,Living with parents,Laborer,2022-03-16,2023-05-10,12,5.38,Accepted
393,64120916979,F,0,3938.82,8448.0,Incomplete higher education,Rented apartment,Laborer,2022-03-16,2023-05-10,2,6.04,Rejected
394,49102430372,F,3,4204.46,11568.47,Higher education,Living with parents,Self-employed,2022-03-16,2023-09-07,4,4.91,Accepted
395,06310604407,F,2,9777.64,4639.52,Higher education,Owned house,Self-employed,2022-03-16,2023-09-07,0,4.94,Accepted
396,84060591192,F,1,7168.54,29569.2,Incomplete higher education,Owned house,Manager,2022-03-16,2024-03-05,5,5.69,Accepted
397,62121631200,F,0,4781.33,1874.75,Higher education,Owned house,Self-employed,2022-03-16,2023-04-10,5,3.8,Accepted
398,82050916674,M,1,12329.34,27114.32,Higher education,Owned house,Manager,2022-03-16,2022-11-11,0,2.78,Accepted
399,98080128551,M,0,7306.56,14163.21,Secondary,Owned house,Laborer,2022-03-23,2023-09-14,0,3.67,Accepted
400,79032687228,M,3,13787.53,29899.87,Higher education,Living with parents,Manager,2022-03-23,2023-04-17,6,3.05,Accepted
401,85122904531,F,2,7254.14,25995.86,Incomplete higher education,Rented apartment,Self-employed,2022-03-23,2023-10-14,15,5.08,Accepted
402,81012653730,F,3,12976.02,2210.31,Secondary,Owned house,Self-employed,2022-03-23,2023-11-13,4,4.98,Accepted
403,71111822291,F,3,12694.84,28206.25,Secondary,Owned house,Laborer,2022-03-23,2024-03-12,0,5.11,Accepted
404,52122297724,F,2,2905.75,3379.79,Incomplete higher education,Living with parents,Manager,2022-03-23,2022-11-18,5,6.58,Rejected
405,75101570341,F,3,2229.79,12733.17,Incomplete higher education,Owned house,Laborer,2022-03-23,2022-09-19,11,6.41,Rejected
406,72082657106,F,3,2455.54,29545.55,Incomplete higher education,Living with parents,Laborer,2022-03-23,2023-12-13,1,5.9,Accepted
407,03241917061,F,2,2557.53,28784.15,Higher education,Living with parents,Manager,2022-03-23,2023-02-16,0,4.92,Accepted
408,85062042011,F,4,6296.34,25763.1,Secondary,Rented apartment,Self-employed,2022-03-23,2022-09-19,10,7.15,Rejected
409,93042658998,M,4,9331.72,27079.07,Secondary,Living with parents,Manager,2022-03-23,2023-05-17,9,5.29,Accepted
410,88122040605,F,3,10261.73,23714.29,Incomplete higher education,Rented apartment,Laborer,2022-03-23,2024-01-12,10,6.63,Rejected
411,53123184110,F,2,14507.93,17831.02,Higher education,Living with parents,Self-employed,2022-03-23,2023-10-14,11,3.64,Accepted
412,03231529813,F,2,14320.27,20804.61,Higher education,Living with parents,Laborer,2022-03-30,2023-04-24,0,5.19,Accepted
413,94112548655,M,0,6352.27,6458.73,Incomplete higher education,Rented apartment,Self-employed,2022-03-30,2023-04-24,10,3.82,Accepted
414,85051410165,M,3,12949.08,3160.88,Higher education,Living with parents,Laborer,2022-03-30,2022-09-26,7,3.6,Accepted
415,78020537581,F,4,3872.86,7667.53,Secondary,Rented apartment,Laborer,2022-03-30,2024-03-19,9,5.43,Accepted
416,74032012341,F,0,6275.04,3397.18,Incomplete higher education,Living with parents,Manager,2022-03-30,2022-10-26,0,5.19,Accepted
417,89061397766,F,4,8974.22,13379.07,Incomplete higher education,Rented apartment,Manager,2022-03-30,2022-10-26,11,6.67,Rejected
418,70042595497,M,4,5863.42,25115.35,Incomplete higher education,Owned house,Manager,2022-03-30,2023-09-21,7,4.77,Accepted
419,99030385221,F,0,14043.54,17551.96,Secondary,Rented apartment,Self-employed,2022-03-30,2023-08-22,0,4.46,Accepted
420,55010218323,M,4,4303.3,13704.67,Incomplete higher education,Owned house,Self-employed,2022-03-30,2023-09-21,13,4.94,Accepted
421,57071759664,M,1,8960.96,11547.19,Higher education,Owned house,Manager,2022-03-30,2024-01-19,9,2.83,Accepted
422,66090353368,M,1,5641.46,17809.62,Incomplete higher education,Living with parents,Manager,2022-04-06,2023-05-31,0,4.57,Accepted
423,71102361255,F,2,7860.0,17371.3,Secondary,Rented apartment,Self-employed,2022-04-06,2023-10-28,0,6.35,Rejected
424,69061054617,M,2,7814.78,21944.05,Higher education,Living with parents,Manager,2022-04-06,2023-05-31,8,3.16,Accepted
425,04293056463,F,2,13348.15,28626.67,Incomplete higher education,Rented apartment,Manager,2022-04-06,2023-06-30,0,7.12,Rejected
426,87052010339,F,2,4057.33,15331.01,Higher education,Rented apartment,Manager,2022-04-06,2023-01-31,13,4.57,Accepted
427,85062042011,M,0,7992.94,15124.94,Secondary,Owned house,Laborer,2022-04-06,2023-04-01,0,4.24,Accepted
428,06310604407,M,1,2928.16,12683.97,Secondary,Rented apartment,Laborer,2022-04-06,2023-11-27,0,5.87,Accepted
429,98060195118,M,3,8611.85,22023.29,Higher education,Owned house,Manager,2022-04-06,2023-01-01,0,4.42,Accepted
430,62121631200,M,1,12460.91,19133.49,Higher education,Owned house,Laborer,2022-04-06,2024-01-26,2,3.13,Accepted
431,62012207192,F,0,2240.41,29418.71,Incomplete higher education,Living with parents,Self-employed,2022-04-06,2023-01-31,5,5.96,Accepted
432,54013129468,M,1,2981.03,2726.63,Secondary,Living with parents,Self-employed,2022-04-06,2023-09-28,0,3.41,Accepted
433,82050916674,M,3,14535.4,12851.76,Higher education,Rented apartment,Self-employed,2022-04-06,2023-09-28,7,2.28,Accepted
434,57071759664,F,2,2930.47,8733.65,Incomplete higher education,Owned house,Manager,2022-04-06,2023-06-30,2,5.86,Accepted
