Q_ID,CL_ID,CL_GENDER,CL_CHILDREN,CL_M_INCOME,DES_CRED_VAL,CL_EDU,CL_HOUSE_SIT,CL_OCCUPATION,Q_DATE,CR_RET_DATE,E_ASSIST,RISK_CALC,CR_DECISION
458,06271677108,M,2,10266.49,8584.22,Incomplete higher education,Rented apartment,Self-employed,2022-05-04,2023-02-28,0,4.7,Accepted
459,88032341309,M,2,14613.05,27305.82,Secondary,Living with parents,Laborer,2022-05-04,2024-04-23,3,4.25,Accepted
460,71012885096,F,3,5926.26,12948.18,Higher education,Owned house,Self-employed,2022-05-04,2022-12-30,3,4.27,Accepted
461,02213031967,M,1,6709.16,7742.98,Secondary,Owned house,Self-employed,2022-05-04,2022-11-30,0,5.53,Accepted
462,96031852314,F,2,7439.42,12069.24,Higher education,Owned house,Laborer,2022-05-04,2024-04-23,0,5.81,Accepted
463,53022168473,F,1,4475.19,22108.06,Secondary,Living with parents,Manager,2022-05-11,2023-08-04,3,5.18,Accepted
464,76040656560,F,4,8682.06,24015.86,Secondary,Owned house,Manager,2022-05-11,2023-09-03,3,5.84,Accepted
465,85061190838,M,0,10281.02,17367.53,Higher education,Living with parents,Laborer,2022-05-11,2024-01-31,0,2.82,Accepted
466,67102756094,M,3,5144.07,21930.11,Higher education,Owned house,Self-employed,2022-05-11,2024-01-31,0,2.75,Accepted
467,56111131979,M,0,11143.39,12674.38,Incomplete higher education,Owned house,Manager,2022-05-11,2024-03-01,3,3.74,Accepted
468,91030269598,F,3,9042.6,19558.52,Secondary,Rented apartment,Laborer,2022-05-11,2022-11-07,0,6.02,Rejected
469,59040538996,M,3,12472.96,9255.55,Higher education,Living with parents,Laborer,2022-05-11,2022-12-07,2,2.45,Accepted
470,98082920521,F,4,6920.49,25104.0,Incomplete higher education,Owned house,Laborer,2022-05-11,2023-03-07,0,7.34,Rejected
471,70070850929,M,0,9608.62,24833.29,Incomplete higher education,Living with parents,Manager,2022-05-11,2024-04-30,0,3.56,Accepted
472,91040973877,F,4,4635.25,26272.72,Secondary,Rented apartment,Self-employed,2022-05-11,2023-04-06,5,7.77,Rejected
473,66082425995,M,3,10789.06,20024.94,Secondary,Owned house,Self-employed,2022-05-11,2023-11-02,0,4.44,Accepted
474,73022480241,M,4,3754.45,21400.83,Higher education,Rented apartment,Self-employed,2022-05-11,2023-06-05,0,3.7,Accepted
475,59061235399,F,4,12347.06,21556.75,Higher education,Rented apartment,Manager,2022-05-18,2023-07-12,3,4.16,Accepted
476,64020831292,M,4,10702.37,1329.7,Higher education,Living with parents,Laborer,2022-05-18,2023-07-12,7,2.18,Accepted
477,85032189621,M,4,9487.99,26517.63,Higher education,Rented apartment,Self-employed,2022-05-18,2023-09-10,0,4.28,Accepted
478,85022542523,F,4,7253.91,13908.66,Incomplete higher education,Owned house,Laborer,2022-05-18,2023-09-10,4,5.47,Accepted
479,99120834581,M,0,10021.77,4723.89,Incomplete higher education,Owned house,Laborer,2022-05-18,2023-09-10,0,3.86,Accepted
480,77101059704,M,3,3691.89,10538.57,Secondary,Owned house,Laborer,2022-05-18,2024-04-07,6,4.63,Accepted
481,87092733324,M,1,8941.0,27132.73,Higher education,Living with parents,Laborer,2022-05-18,2023-12-09,0,1.8,Accepted
482,72061926062,F,1,4682.98,1932.35,Secondary,Owned house,Laborer,2022-05-25,2024-03-15,5,4.61,Accepted
483,53071728743,F,3,4054.62,18486.71,Secondary,Living with parents,Self-employed,2022-05-25,2023-11-16,5,6.87,Rejected
484,81101448297,M,2,10920.78,20299.4,Higher education,Rented apartment,Self-employed,2022-05-25,2024-05-14,1,2.45,Accepted
485,99120512716,M,4,10873.22,13609.72,Secondary,Owned house,Self-employed,2022-05-25,2023-06-19,0,5.73,Accepted
486,91041803526,M,2,6927.69,3601.05,Higher education,Rented apartment,Laborer,2022-05-25,2023-05-20,5,3.17,Accepted
487,77101059704,M,4,4966.84,9615.8,Secondary,Living with parents,Manager,2022-05-25,2024-02-14,1,4.26,Accepted
488,92050170712,M,3,3646.07,27275.96,Higher education,Rented apartment,Manager,2022-06-01,2023-01-27,0,4.69,Accepted
489,89021623793,F,3,9354.23,20131.65,Incomplete higher education,Living with parents,Manager,2022-06-01,2023-05-27,2,5.22,Accepted
490,59061235399,F,3,11455.02,17973.05,Higher education,Living with parents,Manager,2022-06-01,2024-03-22,7,4.19,Accepted
491,82111204223,F,3,6224.52,11186.99,Secondary,Living with parents,Manager,2022-06-01,2024-05-21,7,6.52,Rejected
492,84042384911,F,2,2751.03,13909.82,Secondary,Rented apartment,Laborer,2022-06-01,2023-10-24,0,6.63,Rejected
493,52080256464,F,1,11700.21,20741.04,Higher education,Owned house,Self-employed,2022-06-01,2023-12-23,5,4.57,Accepted
494,01230101756,M,1,6454.81,4424.6,Incomplete higher education,Rented apartment,Self-employed,2022-06-01,2024-02-21,0,5.4,Accepted
495,72052331932,F,4,9653.28,12280.8,Higher education,Rented apartment,Laborer,2022-06-01,2024-04-21,3,3.97,Accepted
496,58070486357,F,4,8916.86,7946.94,Higher education,Owned house,Manager,2022-06-01,2024-03-22,7,4.15,Accepted
497,99120834581,M,4,10745.85,4547.27,Secondary,Living with parents,Self-employed,2022-06-01,2023-12-23,1,5.27,Accepted
498,05303184672,F,4,2151.2,11782.73,Higher education,Rented apartment,Self-employed,2022-06-01,2023-05-27,0,5.82,Accepted
499,91041803526,M,1,14112.77,9922.74,Incomplete higher education,Rented apartment,Laborer,2022-06-01,2023-05-27,0,4.24,Accepted
500,77101059704,M,4,11103.89,15593.72,Incomplete higher education,Owned house,Laborer,2022-06-01,2023-07-26,3,4.73,Accepted
501,85061190838,F,0,2719.58,18504.43,Higher education,Owned house,Laborer,2022-06-08,2024-03-29,0,4.26,Accepted
502,83041878777,F,0,3235.35,25271.98,Incomplete higher education,Living with parents,Self-employed,2022-06-08,2023-10-31,2,4.81,Accepted
503,59061235399,F,4,4703.91,17892.54,Secondary,Rented apartment,Self-employed,2022-06-08,2023-10-01,5,5.22,Accepted
504,92021262474,M,1,10639.67,17274.38,Incomplete higher education,Living with parents,Manager,2022-06-08,2023-08-02,5,4.66,Accepted
505,91030269598,F,2,3887.83,9345.34,Higher education,Rented apartment,Self-employed,2022-06-08,2023-02-03,0,5.19,Accepted
506,84060673703,F,2,11849.08,28289.88,Secondary,Owned house,Laborer,2022-06-08,2024-01-29,0,5.27,Accepted
507,98052890107,M,2,7700.47,10907.66,Secondary,Owned house,Laborer,2022-06-08,2023-04-04,0,4.3,Accepted
508,90022651923,M,2,14443.83,8406.93,Secondary,Rented apartment,Manager,2022-06-08,2023-04-04,4,4.91,Accepted
509,70081744997,M,1,5974.29,28414.91,Higher education,Owned house,Self-employed,2022-06-08,2024-02-28,0,2.69,Accepted
510,96031852314,M,2,13380.94,22972.9,Secondary,Owned house,Manager,2022-06-08,2024-04-28,7,4.76,Accepted
511,80022597762,F,0,5726.77,12959.47,Incomplete higher education,Rented apartment,Manager,2022-06-15,2023-10-08,3,4.5,Accepted
512,73060555366,M,1,9112.28,4471.8,Higher education,Living with parents,Laborer,2022-06-15,2023-03-12,1,2.96,Accepted
513,59040538996,F,3,11996.75,28175.2,Incomplete higher education,Owned house,Manager,2022-06-15,2024-02-05,2,4.85,Accepted
514,72100136874,F,1,5144.87,20521.01,Higher education,Owned house,Self-employed,2022-06-15,2023-08-09,0,3.56,Accepted
515,86101514125,F,4,7530.36,29691.12,Higher education,Owned house,Manager,2022-06-15,2023-06-10,2,5.48,Accepted
516,01230101756,M,1,8982.89,4356.59,Secondary,Rented apartment,Laborer,2022-06-15,2023-04-11,0,5.72,Accepted
517,03260473046,M,0,5240.33,11782.95,Higher education,Living with parents,Self-employed,2022-06-15,2023-01-11,0,3.83,Accepted
518,58072450512,M,2,12495.65,7442.12,Higher education,Living with parents,Self-employed,2022-06-15,2023-11-07,1,3.2,Accepted
519,58070486357,M,0,10702.27,3339.09,Secondary,Owned house,Manager,2022-06-15,2023-04-11,7,3.91,Accepted
520,91040973877,M,2,13066.74,13408.83,Incomplete higher education,Rented apartment,Laborer,2022-06-15,2023-04-11,7,5.44,Accepted
521,06271677108,M,1,6644.43,24660.38,Secondary,Rented apartment,Manager,2022-06-15,2023-06-10,0,4.52,Accepted
522,53071728743,M,3,13398.65,22715.43,Higher education,Rented apartment,Laborer,2022-06-22,2023-06-17,4,3.51,Accepted
523,61051193413,F,4,10187.71,6560.21,Incomplete higher education,Rented apartment,Self-employed,2022-06-22,2023-07-17,1,6.32,Rejected
524,93060411492,F,0,11953.19,18330.75,Secondary,Living with parents,Laborer,2022-06-22,2024-04-12,0,4.62,Accepted
525,59040538996,M,4,5587.45,19949.99,Higher education,Rented apartment,Manager,2022-06-22,2024-06-11,6,3.08,Accepted
526,99070503534,M,2,13183.99,19202.19,Incomplete higher education,Owned house,Manager,2022-06-22,2024-01-13,2,6.23,Rejected
527,01311928834,F,4,6209.48,24650.15,Incomplete higher education,Rented apartment,Self-employed,2022-06-22,2023-03-19,0,8.26,Rejected
528,58072450512,F,3,8530.15,10980.89,Higher education,Owned house,Self-employed,2022-06-22,2023-10-15,6,4.26,Accepted
529,05303184672,F,4,13728.3,20693.68,Higher education,Living with parents,Self-employed,2022-06-22,2023-11-14,0,5.19,Accepted
530,90022651923,M,0,4248.5,1675.79,Secondary,Owned house,Manager,2022-06-22,2023-07-17,0,5.09,Accepted
531,67082424923,M,1,11110.36,25700.54,Secondary,Living with parents,Self-employed,2022-06-22,2023-06-17,5,4.14,Accepted
532,85061190838,F,0,4991.39,6349.72,Incomplete higher education,Living with parents,Self-employed,2022-06-29,2022-12-26,0,5.67,Accepted
533,70031638983,M,0,2818.01,2253.7,Incomplete higher education,Living with parents,Laborer,2022-06-29,2024-01-20,0,3.04,Accepted
534,72061926062,M,3,13136.12,6142.83,Secondary,Rented apartment,Self-employed,2022-06-29,2024-01-20,4,3.68,Accepted
535,53071728743,M,1,4545.41,17474.71,Secondary,Owned house,Laborer,2022-06-29,2022-12-26,4,3.82,Accepted
536,84042384911,F,4,11017.15,4104.79,Higher education,Owned house,Laborer,2022-06-29,2024-01-20,2,4.26,Accepted
537,65110365888,M,4,7293.3,21523.41,Incomplete higher education,Living with parents,Laborer,2022-06-29,2024-01-20,7,4.63,Accepted
538,96032273201,M,1,9264.7,5902.21,Secondary,Rented apartment,Manager,2022-06-29,2023-01-25,0,5.13,Accepted
539,01230101756,M,3,4627.54,27917.49,Incomplete higher education,Living with parents,Self-employed,2022-06-29,2023-07-24,0,5.03,Accepted
540,51031311324,M,2,3076.64,4874.19,Incomplete higher education,Owned house,Manager,2022-06-29,2023-02-24,7,4.64,Accepted
541,91040973877,F,1,13014.57,2670.39,Secondary,Owned house,Laborer,2022-06-29,2024-01-20,0,5.16,Accepted
542,58122542971,F,1,5570.5,17418.03,Higher education,Rented apartment,Manager,2022-06-29,2023-12-21,0,4.36,Accepted
543,77040305122,F,1,7557.04,23105.92,Incomplete higher education,Owned house,Manager,2022-06-29,2023-05-25,3,6.54,Rejected
544,65070882017,F,0,7353.55,2618.31,Secondary,Living with parents,Manager,2022-07-06,2024-03-27,4,4.66,Accepted
545,59061235399,F,2,10316.35,4591.6,Higher education,Owned house,Manager,2022-07-06,2023-11-28,3,5.05,Accepted
546,60010878563,M,0,2634.0,3622.18,Higher education,Living with parents,Laborer,2022-07-06,2023-11-28,0,1.89,Accepted
547,52080256464,F,4,3017.64,1031.46,Higher education,Rented apartment,Manager,2022-07-06,2024-05-26,1,4.34,Accepted
548,86101514125,M,0,5851.21,15326.2,Higher education,Living with parents,Manager,2022-07-06,2023-10-29,0,2.69,Accepted
549,72052331932,F,0,6901.74,5491.24,Incomplete higher education,Living with parents,Laborer,2022-07-06,2024-02-26,1,4.59,Accepted
550,06271677108,M,0,4940.33,19114.56,Secondary,Rented apartment,Manager,2022-07-06,2023-08-30,7,5.06,Accepted
551,71012885096,M,1,12295.68,17347.96,Secondary,Owned house,Self-employed,2022-07-06,2023-08-30,3,4.31,Accepted
552,56051168514,F,0,4041.11,6615.81,Higher education,Owned house,Manager,2022-07-13,2024-07-02,1,4.41,Accepted
553,65070882017,M,4,13127.55,20071.74,Higher education,Rented apartment,Manager,2022-07-13,2023-05-09,3,3.4,Accepted
554,52080256464,F,2,7980.42,28118.94,Secondary,Living with parents,Laborer,2022-07-13,2023-07-08,4,5.19,Accepted
555,05303184672,F,0,5862.47,2614.76,Higher education,Owned house,Manager,2022-07-13,2024-04-03,0,4.97,Accepted
556,72062818713,F,2,9121.19,7358.22,Secondary,Living with parents,Manager,2022-07-13,2023-06-08,4,5.85,Accepted
557,59102659263,F,0,4305.73,17392.92,Higher education,Living with parents,Self-employed,2022-07-13,2023-03-10,4,4.37,Accepted
558,02281190300,F,1,6571.81,20513.92,Higher education,Living with parents,Laborer,2022-07-20,2024-01-11,0,4.94,Accepted
559,82111204223,M,3,13148.99,4470.8,Secondary,Rented apartment,Laborer,2022-07-20,2023-12-12,4,3.88,Accepted
560,76070520623,M,3,7135.69,1495.97,Incomplete higher education,Rented apartment,Self-employed,2022-07-20,2023-12-12,5,4.77,Accepted
561,79031550799,F,1,8740.91,2107.77,Higher education,Rented apartment,Manager,2022-07-20,2023-05-16,5,4.55,Accepted
562,51031311324,F,1,11980.4,28701.87,Secondary,Living with parents,Self-employed,2022-07-20,2024-03-11,3,5.0,Accepted
563,96031852314,F,1,2010.61,9482.0,Secondary,Rented apartment,Manager,2022-07-20,2023-09-13,0,6.52,Rejected
564,97122667659,M,3,14698.04,29311.61,Secondary,Living with parents,Laborer,2022-07-27,2023-09-20,0,5.45,Accepted
565,50102106818,M,2,12829.62,5706.76,Incomplete higher education,Rented apartment,Manager,2022-07-27,2023-03-24,4,4.35,Accepted
566,95103138648,F,0,9716.94,12459.71,Incomplete higher education,Owned house,Self-employed,2022-07-27,2023-05-23,0,5.94,Accepted
567,72061926062,F,1,12558.93,5970.31,Secondary,Rented apartment,Laborer,2022-07-27,2023-11-19,0,5.7,Accepted
568,61051193413,F,0,11998.05,10564.93,Higher education,Living with parents,Manager,2022-07-27,2023-08-21,3,3.48,Accepted
569,59040538996,M,0,12384.04,7030.13,Secondary,Owned house,Manager,2022-07-27,2023-12-19,4,2.53,Accepted
570,85032189621,F,0,8141.95,4258.31,Incomplete higher education,Owned house,Manager,2022-07-27,2024-02-17,6,5.73,Accepted
571,01230101756,M,2,14772.07,1219.93,Secondary,Owned house,Laborer,2022-07-27,2024-04-17,0,5.27,Accepted
572,58072450512,M,3,6944.3,24330.49,Incomplete higher education,Owned house,Manager,2022-07-27,2023-01-23,7,4.24,Accepted
573,72052331932,F,4,2793.96,17242.87,Secondary,Rented apartment,Self-employed,2022-07-27,2023-10-20,6,6.91,Rejected
574,76122751168,M,4,10605.23,3234.76,Secondary,Rented apartment,Manager,2022-07-27,2023-02-22,0,5.0,Accepted
575,56051168514,F,4,7759.6,24465.14,Higher education,Living with parents,Laborer,2022-08-03,2023-03-31,2,4.19,Accepted
576,87121517782,F,3,14537.12,12000.85,Higher education,Living with parents,Laborer,2022-08-03,2023-08-28,2,4.69,Accepted
577,60010878563,F,3,14289.56,17757.92,Incomplete higher education,Owned house,Self-employed,2022-08-03,2023-05-30,7,5.58,Accepted
578,96032273201,F,0,6117.98,28727.5,Secondary,Rented apartment,Laborer,2022-08-03,2023-06-29,0,5.79,Accepted
579,03260473046,M,3,9839.35,6923.8,Incomplete higher education,Living with parents,Manager,2022-08-03,2024-06-23,0,5.35,Accepted
580,79031550799,M,0,5099.5,2191.59,Higher education,Living with parents,Self-employed,2022-08-03,2023-12-26,0,2.54,Accepted
581,01312587885,F,0,14704.17,26065.71,Incomplete higher education,Living with parents,Laborer,2022-08-03,2024-06-23,0,5.53,Accepted
582,91040549896,F,4,13522.05,10542.73,Incomplete higher education,Living with parents,Laborer,2022-08-03,2023-04-30,5,6.0,Rejected
583,59102659263,M,3,4522.19,13776.99,Secondary,Living with parents,Laborer,2022-08-03,2023-12-26,6,3.99,Accepted
584,59061235399,F,0,2852.9,17751.77,Secondary,Rented apartment,Self-employed,2022-08-10,2023-11-03,2,4.08,Accepted
585,53050435057,F,0,11000.6,23347.27,Higher education,Rented apartment,Self-employed,2022-08-10,2023-03-08,1,4.6,Accepted
586,53071728743,M,3,9146.83,17031.57,Secondary,Living with parents,Self-employed,2022-08-10,2023-09-04,7,4.11,Accepted
587,49051037293,F,1,6037.63,5971.24,Secondary,Owned house,Laborer,2022-08-10,2023-07-06,5,6.41,Rejected
588,58042429527,F,2,12804.24,26287.34,Incomplete higher education,Rented apartment,Laborer,2022-08-10,2024-02-01,2,6.57,Rejected
589,85032189621,M,3,3465.58,26863.42,Higher education,Living with parents,Manager,2022-08-10,2023-07-06,7,3.31,Accepted
590,01312587885,F,3,12253.59,29199.41,Secondary,Owned house,Laborer,2022-08-10,2023-04-07,0,6.11,Rejected
591,89021623793,M,2,6564.03,7077.1,Secondary,Owned house,Self-employed,2022-08-17,2024-06-07,7,3.9,Accepted
592,60010878563,F,0,7165.3,29698.07,Incomplete higher education,Living with parents,Manager,2022-08-17,2024-06-07,0,5.6,Accepted
593,98052233694,F,4,11362.15,19320.76,Higher education,Rented apartment,Manager,2022-08-17,2023-06-13,0,5.48,Accepted
594,93060411492,F,3,6664.12,6751.91,Higher education,Living with parents,Manager,2022-08-17,2024-04-08,0,6.0,Rejected
595,70070850929,M,4,9575.04,13407.39,Incomplete higher education,Rented apartment,Manager,2022-08-17,2023-03-15,6,4.09,Accepted
596,84060673703,M,4,8574.91,17085.3,Secondary,Living with parents,Manager,2022-08-17,2024-03-09,7,4.73,Accepted
597,58070486357,M,4,6496.19,9678.69,Secondary,Owned house,Laborer,2022-08-17,2024-02-08,3,4.49,Accepted
598,58122002814,M,4,14958.5,24492.66,Secondary,Rented apartment,Manager,2022-08-17,2023-06-13,5,3.62,Accepted
599,89042696033,M,2,7746.7,28436.75,Secondary,Living with parents,Laborer,2022-08-17,2023-07-13,3,4.67,Accepted
600,88053050299,M,3,9341.54,18878.09,Incomplete higher education,Rented apartment,Manager,2022-08-24,2023-05-21,2,3.78,Accepted
601,92050170712,F,3,12932.11,24939.87,Incomplete higher education,Living with parents,Laborer,2022-08-24,2023-03-22,3,7.03,Rejected
602,67102756094,M,3,12213.47,22199.68,Higher education,Owned house,Self-employed,2022-08-24,2024-02-15,4,2.23,Accepted
603,59061235399,M,0,8219.68,2542.06,Incomplete higher education,Rented apartment,Laborer,2022-08-24,2024-05-15,3,4.31,Accepted
604,62101403936,M,4,3345.1,12515.79,Higher education,Rented apartment,Self-employed,2022-08-24,2023-06-20,7,3.18,Accepted
605,01311928834,F,2,2750.91,19205.96,Secondary,Rented apartment,Self-employed,2022-08-24,2024-06-14,0,7.65,Rejected
606,85032189621,F,2,7185.4,5048.38,Higher education,Owned house,Laborer,2022-08-24,2024-05-15,6,4.86,Accepted
607,99120512716,M,4,9100.71,4446.29,Incomplete higher education,Rented apartment,Manager,2022-08-24,2024-08-13,0,5.54,Accepted
608,03260473046,F,3,3549.58,8233.9,Secondary,Owned house,Laborer,2022-08-24,2023-02-20,0,7.38,Rejected
609,85022542523,F,4,8942.38,8773.23,Incomplete higher education,Living with parents,Laborer,2022-08-24,2024-01-16,2,6.63,Rejected
610,61091519319,F,1,2797.26,29557.4,Higher education,Rented apartment,Manager,2022-08-24,2023-08-19,1,4.11,Accepted
611,80022597762,F,2,11939.3,21765.35,Higher education,Living with parents,Self-employed,2022-08-31,2024-08-20,0,4.54,Accepted
612,93060411492,M,1,5092.49,4542.45,Incomplete higher education,Rented apartment,Laborer,2022-08-31,2023-09-25,0,4.15,Accepted
613,62101403936,F,0,13899.73,12665.94,Incomplete higher education,Living with parents,Laborer,2022-08-31,2024-03-23,3,4.48,Accepted
614,52080256464,F,0,13822.37,15659.77,Incomplete higher education,Owned house,Manager,2022-08-31,2024-04-22,7,5.71,Accepted
615,84060673703,F,2,12852.76,15709.7,Incomplete higher education,Living with parents,Self-employed,2022-08-31,2024-08-20,2,5.86,Accepted
616,79031550799,F,0,9440.51,2217.81,Incomplete higher education,Owned house,Laborer,2022-08-31,2023-10-25,7,5.15,Accepted
617,61091519319,F,4,3117.51,10093.08,Higher education,Living with parents,Manager,2022-08-31,2023-06-27,2,5.19,Accepted
618,73022480241,M,4,12255.2,23617.24,Higher education,Owned house,Laborer,2022-08-31,2024-08-20,1,3.28,Accepted
619,76122751168,F,0,13231.87,1947.69,Secondary,Living with parents,Laborer,2022-08-31,2023-05-28,6,5.72,Accepted
620,87092733324,F,4,3743.46,3354.4,Secondary,Owned house,Laborer,2022-08-31,2023-09-25,0,6.3,Rejected
621,89042696033,F,3,13341.64,25486.06,Higher education,Owned house,Self-employed,2022-08-31,2023-10-25,6,5.05,Accepted
622,91040549896,F,3,11742.88,22566.92,Higher education,Rented apartment,Laborer,2022-08-31,2023-02-27,1,5.95,Accepted
623,96031852314,F,1,9416.01,18134.74,Secondary,Rented apartment,Manager,2022-08-31,2024-06-21,7,5.32,Accepted
624,53022168473,F,2,14289.55,5842.61,Incomplete higher education,Living with parents,Manager,2022-09-07,2024-07-28,2,6.22,Rejected
625,76040656560,M,0,4018.83,4980.17,Secondary,Living with parents,Self-employed,2022-09-07,2024-06-28,0,3.24,Accepted
626,92050170712,F,4,10570.54,11924.78,Higher education,Owned house,Manager,2022-09-07,2024-03-30,0,6.27,Rejected
627,50102106818,M,4,3367.58,7069.99,Secondary,Owned house,Manager,2022-09-07,2023-12-01,3,4.41,Accepted
628,82111204223,F,0,5694.48,11434.6,Incomplete higher education,Owned house,Manager,2022-09-07,2023-05-05,3,5.89,Accepted
629,60010878563,F,0,13432.51,22270.82,Higher education,Rented apartment,Laborer,2022-09-07,2023-10-02,7,4.15,Accepted
630,77101059704,M,4,5272.1,28155.24,Higher education,Owned house,Laborer,2022-09-07,2023-09-02,5,3.28,Accepted
631,67082424923,F,0,11177.95,6066.42,Incomplete higher education,Owned house,Self-employed,2022-09-07,2023-10-02,0,5.27,Accepted
632,73022480241,M,3,13025.47,2971.76,Incomplete higher education,Rented apartment,Self-employed,2022-09-07,2023-12-31,1,3.46,Accepted
633,87092733324,F,2,5195.22,22186.98,Secondary,Rented apartment,Self-employed,2022-09-07,2024-06-28,3,5.99,Accepted
634,59102659263,F,4,7660.09,5552.87,Secondary,Living with parents,Manager,2022-09-07,2024-04-29,7,5.88,Accepted
635,80022597762,F,2,13560.59,6623.37,Higher education,Owned house,Laborer,2022-09-14,2024-01-07,0,3.63,Accepted
636,81110250227,M,0,14239.69,4211.76,Secondary,Rented apartment,Manager,2022-09-14,2024-09-03,0,3.07,Accepted
637,98082920521,M,1,2801.32,15960.85,Higher education,Rented apartment,Laborer,2022-09-14,2023-05-12,7,2.71,Accepted
638,99070503534,F,1,2992.26,19178.72,Incomplete higher education,Living with parents,Laborer,2022-09-14,2024-09-03,0,7.82,Rejected
639,01311928834,F,3,10271.57,15521.88,Secondary,Owned house,Manager,2022-09-14,2023-10-09,0,7.6,Rejected
640,51031311324,F,1,3053.41,25206.67,Higher education,Living with parents,Laborer,2022-09-14,2023-09-09,4,3.92,Accepted
641,58122542971,F,1,3543.55,17112.37,Higher education,Owned house,Self-employed,2022-09-14,2023-06-11,5,4.19,Accepted
642,88032341309,F,4,5742.87,5745.11,Incomplete higher education,Owned house,Manager,2022-09-14,2024-05-06,7,6.86,Rejected
643,96031852314,M,4,3421.26,23967.33,Incomplete higher education,Owned house,Laborer,2022-09-14,2024-05-06,3,6.17,Rejected
644,59102659263,F,2,7877.28,10020.37,Incomplete higher education,Owned house,Self-employed,2022-09-14,2024-04-06,6,5.75,Accepted
645,53022168473,F,4,12779.37,8149.23,Higher education,Living with parents,Self-employed,2022-09-21,2023-05-19,6,5.41,Accepted
646,76040656560,M,1,13535.29,17246.07,Secondary,Living with parents,Self-employed,2022-09-21,2024-02-13,0,4.41,Accepted
647,97122667659,F,1,10979.66,20345.68,Incomplete higher education,Rented apartment,Self-employed,2022-09-21,2023-11-15,0,5.27,Accepted
648,70031638983,M,1,5014.08,6686.34,Incomplete higher education,Owned house,Manager,2022-09-21,2023-04-19,0,4.12,Accepted
649,60010878563,M,3,11429.19,1913.18,Secondary,Owned house,Self-employed,2022-09-21,2024-04-13,1,4.51,Accepted
650,64020831292,F,0,2510.45,11479.56,Higher education,Owned house,Self-employed,2022-09-21,2024-07-12,6,3.0,Accepted
651,70070850929,M,4,7443.76,3106.98,Higher education,Owned house,Laborer,2022-09-21,2023-07-18,0,3.84,Accepted
652,01311928834,F,2,14334.01,17388.14,Incomplete higher education,Living with parents,Self-employed,2022-09-21,2023-08-17,0,6.48,Rejected
653,91041803526,M,4,3499.67,28990.18,Incomplete higher education,Rented apartment,Self-employed,2022-09-21,2024-08-11,0,5.12,Accepted
654,92091956796,F,3,7212.9,20389.99,Higher education,Rented apartment,Self-employed,2022-09-21,2024-08-11,6,6.2,Rejected
655,71012885096,M,1,10549.0,2058.67,Incomplete higher education,Living with parents,Laborer,2022-09-21,2023-11-15,6,3.52,Accepted
656,59061235399,F,4,6437.63,29657.09,Higher education,Rented apartment,Laborer,2022-09-28,2024-01-21,5,5.58,Accepted
657,99042334666,M,4,9732.15,10426.98,Secondary,Owned house,Laborer,2022-09-28,2024-02-20,0,5.31,Accepted
658,01311928834,M,2,9628.92,7378.83,Secondary,Owned house,Manager,2022-09-28,2023-12-22,0,5.99,Accepted
659,85032189621,M,2,6180.65,20332.71,Secondary,Living with parents,Manager,2022-09-28,2023-09-23,1,5.08,Accepted
660,86101514125,F,3,4655.82,14292.77,Incomplete higher education,Living with parents,Self-employed,2022-09-28,2023-08-24,4,6.57,Rejected
661,72052331932,M,2,10799.96,6965.44,Higher education,Living with parents,Laborer,2022-09-28,2024-04-20,2,3.12,Accepted
662,85022542523,M,3,12962.18,1071.45,Secondary,Living with parents,Manager,2022-09-28,2023-08-24,0,4.6,Accepted
663,99120834581,M,3,12126.33,6251.56,Incomplete higher education,Living with parents,Laborer,2022-09-28,2024-04-20,6,4.74,Accepted
664,90022651923,M,2,8103.91,26273.94,Higher education,Living with parents,Manager,2022-09-28,2024-07-19,6,4.19,Accepted
665,91041803526,F,4,14293.27,26124.95,Incomplete higher education,Rented apartment,Manager,2022-09-28,2023-10-23,0,5.97,Accepted
666,67082424923,M,3,12810.63,1462.77,Secondary,Owned house,Manager,2022-09-28,2023-11-22,4,3.72,Accepted
667,96031852314,F,1,13827.92,12278.82,Incomplete higher education,Rented apartment,Self-employed,2022-09-28,2024-02-20,6,6.86,Rejected
668,65070882017,M,1,3626.58,17626.27,Incomplete higher education,Living with parents,Laborer,2022-10-05,2023-09-30,4,3.78,Accepted
669,59061235399,F,2,8268.25,6572.79,Higher education,Living with parents,Manager,2022-10-05,2024-06-26,2,5.0,Accepted
670,49051037293,F,0,8340.03,2966.78,Incomplete higher education,Rented apartment,Laborer,2022-10-05,2024-09-24,1,6.24,Rejected
671,81110250227,F,2,5014.94,15487.93,Secondary,Owned house,Laborer,2022-10-05,2024-07-26,0,5.28,Accepted
672,58042429527,M,0,14346.18,18569.46,Secondary,Owned house,Self-employed,2022-10-05,2024-03-28,7,3.3,Accepted
673,01311928834,M,0,5772.09,13851.65,Secondary,Owned house,Self-employed,2022-10-05,2024-03-28,0,3.74,Accepted
674,05303184672,F,0,5608.1,7215.87,Higher education,Living with parents,Laborer,2022-10-05,2024-02-27,0,5.55,Accepted
675,72062818713,F,0,11668.22,22144.98,Incomplete higher education,Owned house,Self-employed,2022-10-05,2023-11-29,0,5.57,Accepted
676,91041803526,M,0,6800.77,25416.3,Incomplete higher education,Owned house,Laborer,2022-10-05,2023-11-29,1,3.78,Accepted
